GEOID,DISTRICT
13091000LEE,1
130910RAWLI,1
130910MITCH,1
130910EDDIN,1
130910MULLI,1
130910PLAIN,1
1315300ROZR,1
1315300RECR,1
1315300HHPC,1
13153000VHS,1
1315300CGTC,1
13153000BMS,1
1315300NSES,1
1315300CENT,1
1315300HEFS,1
1305900006A,2
13269000005,3
13319000010,1
13209000005,1
13209000001,1
13161000402,4
13209000007,1
13185000001,4
13153000TMS,1
13071000008,4
13183000002,5
13183000006,5
13183000001,5
13183000007,5
13183000004,5
13015000003,6
13015000016,6
13015000005,6
13015000011,6
1315300FMMS,1
13015000014,6
13185000009,4
13185000008,4
13185000003,4
13185000002,4
13185000005,4
13185000006,4
13185000007,4
13275000115,4
1305900007C,7
13173000001,4
13263000008,3
13133000008,7
13263000002,3
13133000004,7
13133000001,7
13133000005,7
13133000006,7
1315300MCMS,1
1305900002A,7
1305900001A,7
1305900005C,7
1305900005D,7
1315300ANNX,1
1315300HCTC,1
1315300TWPK,1
13273000001,4
13015000008,6
13015000004,6
13015000018,6
13015000009,6
13015000015,6
13071000016,4
13071000023,4
13015000007,6
13071000001,4
13071000015,4
1314100003B,7
13151000028,8
13161000202,1
131870000DA,9
13151000035,8
13151000052,8
13275000110,4
13275000108,4
13275000109,4
13003000001,4
13003000002,4
13023000001,1
130050DOUGL,4
13175000022,1
13175000004,1
13093000002,3
13093000007,1
13027001402,4
13027001199,4
13027000660,4
13151000061,8
13151000037,8
13161000301,1
13025000003,5
13151000030,8
13151000051,8
13275000117,4
13275000114,4
13275000120,4
13185000004,4
13029000003,5
13029000002,5
13237000101,1
13237000105,1
13237000104,1
13161000100,1
13027001230,4
130750000DB,4
1307500000C,4
13021000GF1,1
13021000GF3,1
13021000EM1,1
13021000VV2,1
13021000VV4,1
1304900005W,5
1304900003S,4
1304900005F,5
13049000002,5
1304900004H,5
13071000002,4
131210SS08B,10
1312100008B,10
1312100012N,11
1312100RW09,12
1312100012J,11
1312100RW01,12
1312100JC11,13
1312100JC07,13
1312100JC09,13
1322900003A,4
1300100003C,1
13001000002,1
13273000005,3
13003000003,4
1305900003B,7
13263000005,3
13015000010,6
13273000003,4
13183000005,5
13183000003,5
13123000009,6
13025000002,5
13025000001,5
13161000201,1
13123000010,6
13151000055,8
13151000039,8
1322900004C,4
132250000C1,1
13303001488,1
13029000008,5
13029000010,5
13029000006,5
13029FTSTEW,5
13029000004,5
13263000004,3
13319000008,1
13319000005,1
13269000006,3
13209000002,1
13177000004,4
13177000005,4
131210EP04B,11
131210EP04A,11
131210SC19B,11
1312100002J,10
1312100006G,10
1312100001T,11
131210CP051,11
131210CP07F,11
131210CP052,11
131210CP07D,11
131210CP07C,11
1312100002G,10
13151000059,8
13257000004,9
13119000003,7
13119000001,7
13119000004,7
13119000005,7
1312500EDGH,7
132890000HV,1
13177000001,4
13177000003,4
1300100001B,1
1300100004B,1
132250000B1,1
13303000088,1
13273000002,4
13071000019,4
13249000001,3
13275000111,4
13275000105,4
13237000107,1
1312500MILL,7
1312500GIBS,7
13197000955,3
13119000002,7
13151000060,8
13151000057,8
13151000053,8
13151000038,8
13151000034,8
13275000107,4
13151000025,8
13119000007,7
13257000001,9
13137000002,9
13137000004,9
13137000005,9
13137000001,9
132250000F2,1
13151000046,8
13151000041,8
13151000056,8
13257000003,9
13119000006,7
13257000008,7
13123000001,6
13123000006,9
1311100SUGC,9
132250000F3,1
13279000513,1
13279000043,1
13279015361,1
13279000514,1
13109000011,5
13031000011,1
13031000014,1
13031000013,5
13031000004,5
1305900001D,7
13175000015,1
13175000016,1
132250000F1,3
13303000097,1
1300100005B,1
1300100004D,1
1300100001C,1
130010003A1,1
132250000B2,1
1314100002A,7
1314100004A,7
13175000003,1
13175000021,1
1314100002B,1
1314100001B,7
13175000005,1
13175000014,1
13175000007,1
1312100010E,11
1312100010P,11
131210ML072,13
131210ML071,13
131210ML07A,12
1312100SS06,12
1312100012F,11
130990000CS,4
1309900000U,4
1324300718B,3
130990000CU,4
13115000055,6
13115000140,6
13115000076,6
13115000001,6
13101001058,4
1306500000D,4
13115000050,6
13115000020,6
13115000135,6
13115000090,6
13115000110,6
13039000014,5
13039000002,5
13115000065,6
13115000025,6
131210AP01D,13
131210AP01A,13
131210AP01B,13
1312100AP14,13
131210AP01C,13
1312100007M,10
131210EP03B,11
131210CP01B,11
13039000009,5
13039000007,5
13039000001,5
1322300001C,6
1322300011B,14
13115000040,6
13295000871,6
132050000CT,4
13055001083,6
13053FTBEN1,3
13055001382,6
13055000925,6
13053000001,3
13053FTBEN3,3
13215000112,3
13115000105,6
13039000012,5
1312100001R,11
1312100001G,11
1312100SC13,11
1312100CH02,14
131210UC02A,11
1312100011B,11
1312100PA01,11
131210CH04A,14
1312100012M,11
1312100009E,10
1312100012K,11
1312100004K,11
131210EP02B,11
131210EP02E,11
13277000006,4
13277000002,4
13277000012,4
13277000003,4
13017000001,4
13017000002,4
13021000HO4,1
13021000VV1,1
13021000RU2,1
13021000GF5,1
13021000GF4,1
13021000HO5,1
13295000881,6
13295001818,6
13295001812,6
13189000136,7
13295000869,6
13295000960,6
13295001893,6
1312100009C,11
1312100009B,11
1312100003M,10
1306500000H,4
13245000112,7
13021000EM3,1
13311000071,9
13253000001,4
13311000081,9
13253000004,4
13021000EM5,1
13021000EM4,1
13033000007,7
13021000HO3,1
13033000014,7
13033000016,7
13031000003,5
13031000012,1
13031000010,5
13277000004,4
13277000001,4
13277000007,4
13277000009,4
13123000008,6
1312100010A,11
131210006L1,10
131210006L2,10
1312100006D,10
13021000WA1,3
13207000011,3
13021000RU1,1
13021000EM2,1
13039000005,5
13039000013,5
131210SC212,11
131210SC211,11
131210FA01B,11
131210SC21A,11
131210UC035,11
131210FA01C,11
131210FA01A,11
131210SC07A,11
13189000132,7
13189000134,7
13189000131,7
13031000008,1
13031000009,1
131210ML06A,13
131210AP12C,13
131210AP12A,13
131210AP12B,13
131210AP12D,13
131210AP07B,12
131210AP09A,13
1312100008L,10
1312100010B,11
131210AP07A,13
1312100004M,11
1312100002D,10
1312100005J,10
131210EP02A,11
131210EP02C,11
130810CORDE,4
1324500804H,7
13245000608,7
13277000011,4
13137000006,9
13137000007,9
132050000CN,4
13021000HA2,1
13033000011,7
13021000GF2,1
13245000106,7
1300900MONT,1
13019001767,4
13009000319,1
13277000005,4
1322300007B,14
13019001157,4
13137000003,9
13079000002,3
1300700000E,4
13245000207,7
13079000005,3
1323900000M,3
13279000039,1
131210SS07C,10
131210ML021,12
131210ML022,12
13245000303,7
13245000301,7
13245000703,7
13245000801,7
13245000803,7
1324500801B,7
13245000210,7
13245000503,7
13011000007,9
13009000322,1
1300900321W,1
13189000135,7
1318900133A,7
131210SS07A,10
1312100011K,11
131210SC14B,11
131210SC14A,11
1312100011C,11
1312100010D,11
131210005A2,10
131210005A1,10
1312100002E,10
1312100RW03,12
131210RW07A,12
13107000053,1
13169000001,1
13169000011,1
13169000003,1
13245000309,7
13245000310,7
13073000076,7
13245000402,7
13139000029,9
13139000031,9
13139000030,9
1310300001B,5
1310300003D,5
1310300004C,5
13139000002,9
13139000021,9
13179000001,5
13179000007,5
13179000003,5
13179000006,5
13179000011,5
13085000003,9
13085000002,9
13069000005,4
13069000002,4
13155001529,4
13155001753,4
13215000101,3
13215000103,3
13215000113,3
13179000004,5
13179000009,5
13295001809,6
13245000604,7
13245000102,7
13245000502,7
13245000501,7
13207000008,3
13245000807,7
13245000111,7
13013000003,2
13013000014,2
13211000006,2
13211000004,7
13211000007,2
13157002000,9
13211000005,2
13155000901,4
13013000005,2
130550P-870,6
13055000870,6
13055000962,6
130810LISTO,4
1310300004A,5
1310300003B,5
1310300001D,5
1310300001C,5
1310300001A,5
1310300005B,5
1310300005C,5
13139000022,9
13139000012,9
13139000005,9
13139000006,9
13139000024,9
13215000118,3
13215000109,3
13215000125,3
13215000119,3
13215000124,3
13107001502,1
13139000007,9
13139000004,9
13139000019,9
13139000025,9
13139000015,9
13139000013,9
13139000023,9
1310300005A,5
131210SC01C,11
131210SC01D,14
131210SC16B,11
131210SC01B,11
131210SC01A,11
131210SC08B,11
131210CP084,11
131210SC08F,11
131210SC08E,11
131210SC29B,11
131210SC08H,11
131210UC033,11
131210SC08C,11
131210UC01A,11
131210SC17C,11
131210SC09B,11
131210UC01D,11
131210SC08D,11
131210SC08G,11
131210SC17B,11
131210UC031,11
131210SC08A,11
1312100008G,10
1312100005C,10
1312100001I,10
1312100005K,10
1312100002S,10
1312100003C,11
131210ML05C,13
131210ML05B,13
131210ML05A,13
1312100006R,10
13121003P1A,10
1312100003N,10
13121003P1B,10
13013000016,2
13013000008,2
13013000015,2
13033000002,7
13033000006,7
13033000012,7
13193000002,3
13193000001,3
13193000004,3
13117000019,13
1312100JC01,13
13117000021,13
13157004000,2
13157001000,9
13227000004,6
13207000006,3
13245000706,7
13245000708,7
13245000104,7
13245000107,7
13245000306,7
13245000308,7
13207000003,3
13245000802,7
13245000202,7
13245000114,7
13071000010,4
13071000012,4
13071000013,4
13071000017,4
131290849-A,6
131290849-B,6
13129000980,6
13129000874,6
131450000WH,3
13069000001,4
13139000028,9
13139000026,9
13139000014,9
13139000020,9
13053FTBEN2,3
1310300003A,5
13055001216,6
13085000001,9
133130000ES,6
1331300005A,6
1331300006A,6
13019001329,4
1322300010C,14
130810ARABI,4
132410RABUN,9
13117000029,13
13117000007,9
13117000025,9
13117000008,9
13117000016,9
13117000027,9
13117000015,9
13117000001,13
13071000011,4
13295001161,6
13295000944,6
13295001898,6
13055000940,6
13055XC-968,6
13147000003,7
1311100TOCC,9
13285000008,3
13219000011,7
13219000009,2
13285000003,3
13219000004,7
13219000013,7
13285000004,3
13285000016,3
13285000011,3
13285000005,3
13233000006,6
13285000002,3
13213001013,6
13163001460,7
13163000082,7
13295001501,6
13147000002,7
13117000010,9
1306300RD08,11
1300900CTY1,1
13179000013,5
133130000DG,6
1331300004A,6
13167001201,1
13019001144,4
1300900CTY3,1
1300700000M,4
13213001895,6
13213000824,6
13063000LJ3,11
1306300JB06,8
1306300JB11,8
13285000006,3
13219000010,2
13285000012,3
13233000007,6
13233000003,6
13255000013,3
13255000010,3
13255000005,3
13255000006,3
13255000002,3
13167001746,1
13073000134,7
13073000075,7
13073000074,7
13073000016,7
13073000085,7
1306300RD02,11
13113000014,3
13113000033,3
13113000008,11
13113000027,11
13045000642,14
13097001258,14
13045000649,14
13045000641,14
132470000BT,2
13211000002,7
13219000003,7
13285000010,3
13293005610,3
13293000589,3
13117000003,9
13219000001,7
130450714A3,14
13045000640,14
132470000OT,8
13217000012,2
132470000FI,8
132470000CO,8
13113000026,11
13113000029,11
131450000HA,3
131450000CA,3
13129000856,6
13215000102,3
13215000116,3
13215000107,3
13215000104,3
13227000010,9
13227000007,6
13171001713,3
130450714A1,14
13045001240,14
13113000004,11
13113000002,3
13255000019,3
13045001483,14
13255000001,3
13113000003,11
13045001533,14
13057000026,12
13057000042,12
13057000002,12
13057000004,9
13057000039,12
131450000U9,3
13073000031,7
13045001006,14
130450714BW,14
132470000LA,8
132470000MA,8
13113000034,3
13045001496,14
13057000018,13
13057000010,6
13057000013,12
13057000022,12
13057000037,12
13171001714,3
13019001148,4
1305103-10C,5
1305107-08C,5
1305107-12C,5
1305107-11C,5
1305104-08C,5
1305104-06C,5
1305102-11C,5
1305102-05C,5
1305105-06C,5
1305107-10C,5
1305108-05C,5
1305108-06C,5
1305108-12C,5
1305107-14C,5
1305102-09C,5
1305101-12C,5
131310000SH,4
13087000513,4
13087000694,4
13171001711,3
1317101712A,3
131310000WL,4
1313100000L,4
13215000110,3
13227000008,9
13057000044,12
1305107-09C,5
1305106-11C,5
1305102-07C,5
1305107-03C,5
1305107-04C,5
1305107-15C,5
1305108-13C,5
1305108-03C,5
1305101-16C,5
1305108-01C,5
1305104-04C,5
1305104-05C,5
1305104-15C,5
1305104-12C,5
1305107-01C,5
1305103-01C,5
1305108-07C,5
13073000030,7
13135000012,13
13135000148,13
13135000068,2
13135000047,2
13135000133,2
13135000077,13
13135000095,13
13135000057,13
13135000096,13
13135000089,9
13135000024,2
13135000100,13
13135000106,13
13135000028,2
13135000038,13
130890000JB,10
130890000MN,10
130890000CK,10
130890000IA,10
130890000GD,10
130890000DF,10
13057000024,12
13073000060,7
13073000070,7
13073000080,7
13073000107,7
13073000109,7
133130000TR,6
